Timestamp,Average,Sum,Minimum,Maximum,Unit,Metric
2025-03-22 00:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 20:20:00+00:00,1.0,5.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 04:20:00+00:00,1.0434782608695652,24.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-20 23:20:00+00:00,1.0,10.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 10:20:00+00:00,1.0,12.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 09:20:00+00:00,1.1428571428571428,8.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 12:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 08:20:00+00:00,1.0,22.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 07:20:00+00:00,1.0625,17.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 22:20:00+00:00,1.1666666666666667,7.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-20 18:20:00+00:00,1.0,4.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 17:20:00+00:00,1.1428571428571428,8.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-20 13:20:00+00:00,1.1111111111111112,10.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-20 21:20:00+00:00,1.125,9.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 20:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 16:20:00+00:00,1.0,6.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 02:20:00+00:00,1.025,41.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-22 01:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 05:20:00+00:00,1.0,14.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-21 15:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 11:20:00+00:00,1.0909090909090908,12.0,1.0,2.0,Count,ConcurrentExecutions
2025-03-21 10:20:00+00:00,1.0,3.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 06:20:00+00:00,1.0,2.0,1.0,1.0,Count,ConcurrentExecutions
2025-03-20 14:20:00+00:00,1.1666666666666667,7.0,1.0,2.0,Count,ConcurrentExecutions
